1	2013270342	19
1	2016270826	67
1	2017270983	27
1	2019270601	89
1	2019270602	0
1	2019270603	34
1	2019270604	68
1	2019270605	77
1	2019270606	94
1	2019270607	7
1	2019270608	62
1	2019270609	45
1	2019270610	0
1	2019270611	43
1	2019270612	81
1	2019270613	0
1	2019270614	81
1	2019270615	29
1	2019270616	25
1	2019270618	50
1	2019270620	47
1	2019270621	0
1	2019270622	90
1	2019270623	20
1	2019270624	89
1	2019270625	0
1	2019270626	34
1	2019270627	82
1	2019270628	50
1	2019270629	36
1	2019270630	21
1	2019270631	0
1	2019270632	68
1	2019270633	5
1	2019270634	74
1	2019270635	0
1	2019270636	0
1	2018270673	0
1	2017270938	69
2	2015270257	68
2	2013270326	2
2	2019270617	54
2	2019270637	55
2	2019270638	15
2	2019270639	0
2	2019270640	36
2	2019270641	93
2	2019270642	48
2	2019270643	91
2	2019270644	0
2	2019270645	60
2	2019270646	65
2	2019270647	2
2	2019270648	75
2	2019270649	67
2	2019270650	64
2	2019270651	5
2	2019270652	95
2	2019270653	11
2	2019270654	83
2	2019270655	17
2	2019270656	25
2	2019270657	94
2	2019270658	39
2	2019270659	4
2	2019270662	85
2	2019270663	41
2	2019270664	96
2	2019270665	40
2	2019270666	36
2	2019270667	76
2	2019270668	20
2	2019270669	74
2	2019270670	72
2	2018270614	46
2	2018270655	0
2	2017270978	0
2	2013270364	0
3	2019270901	0
3	2019270902	23
3	2019270903	28
3	2019270904	91
3	2019270905	64
3	2019270906	63
3	2019270907	72
3	2019270908	34
3	2019270909	76
3	2019270910	91
3	2019270911	80
3	2019270912	2
3	2019270913	41
3	2019270914	48
3	2019270915	65
3	2019270916	36
3	2019270917	52
3	2019270918	19
3	2019270919	44
3	2019270920	95
3	2019270921	27
3	2019270922	49
3	2019270923	94
3	2019270924	85
3	2019270925	74
3	2017270409	0
3	2017270424	36
3	2017270453	3
3	2015270845	20
4	2017270458	67
4	2017270459	2
4	2017270460	0
4	2017270461	0
4	2017270462	0
4	2019270926	85
4	2019270927	31
4	2019270928	28
4	2019270929	57
4	2019270930	53
4	2019270931	0
4	2019270932	78
4	2019270933	0
4	2019270934	41
4	2019270935	31
4	2019270936	56
4	2019270937	78
4	2019270938	0
4	2019270939	66
4	2019270940	38
4	2019270941	78
4	2019270942	67
4	2019270943	34
4	2019270944	85
4	2019270945	61
4	2019270946	78
4	2019270947	70
4	2019270948	39
4	2019270949	63
4	2019270950	66
4	2018270903	35
4	2015270807	0
4	2014270821	36
4	2017270458	67
4	2017270459	2
4	2017270460	0
4	2017270461	0
4	2017270462	0
4	2019270926	85
4	2019270927	31
4	2019270928	28
4	2019270929	57
4	2019270930	53
4	2019270931	0
4	2019270932	78
4	2019270933	0
4	2019270934	41
4	2019270935	31
4	2019270936	56
4	2019270937	78
4	2019270938	0
4	2019270939	66
4	2019270940	38
4	2019270941	78
4	2019270942	67
4	2019270943	34
4	2019270944	85
4	2019270945	61
4	2019270946	78
4	2019270947	70
4	2019270948	39
4	2019270949	63
4	2019270950	66
4	2018270903	35
4	2015270807	0
4	2014270821	36
5	2019271001	43
5	2019271002	47
5	2019271003	0
5	2019271004	35
5	2019271005	80
5	2019271006	52
5	2019271007	46
5	2019271008	16
5	2019271009	78
5	2019271010	19
5	2019271011	58
5	2019271012	50
5	2019271013	77
5	2019271014	0
5	2019271015	41
5	2019271016	10
5	2019271017	17
5	2019271018	68
5	2019271019	42
5	2019271020	0
5	2019271021	80
5	2019271022	13
5	2019271023	31
5	2019271025	29
5	2019271026	66
5	2019271027	56
5	2019271028	17
5	2019271029	64
6	2019271030	45
6	2019271031	17
6	2019271032	12
6	2019271033	94
6	2019271034	44
6	2019271035	0
6	2019271036	53
6	2019271037	81
6	2019271039	0
6	2019271040	57
6	2019271041	40
6	2019271042	65
6	2019271043	11
6	2019271044	12
6	2019271045	68
6	2019271046	30
6	2019271047	78
6	2019271048	23
6	2019271049	5
6	2019271050	73
6	2019271051	47
6	2019271052	38
6	2019271053	13
6	2019271054	0
6	2019271055	58
6	2019271056	53
6	2019270660	66
7	2019271201	19
7	2019271202	37
7	2019271203	17
7	2019271204	92
7	2019271205	53
7	2019271206	42
7	2019271207	16
7	2019271208	63
7	2019271209	42
7	2019271210	58
7	2019271211	48
7	2019271212	55
7	2019271213	62
7	2019271214	0
7	2019271215	92
7	2019271216	51
7	2019271217	57
7	2019271218	53
7	2019271219	77
7	2019271220	88
7	2019271221	65
7	2019271222	0
7	2019271223	20
7	2019271224	69
7	2019271225	40
7	2019271226	69
8	2019271227	0
8	2019271228	0
8	2019271229	46
8	2019271230	87
8	2019271231	18
8	2019271232	53
8	2019271233	6
8	2019271234	42
8	2019271235	64
8	2019271236	18
8	2019271237	83
8	2019271238	59
8	2019271239	41
8	2019271240	41
8	2019271241	44
8	2019271242	78
8	2019271243	78
8	2019271244	53
8	2019271245	0
8	2019271246	66
8	2019271247	44
8	2019271249	89
8	2019271250	55
8	2019271251	42
8	2016270703	38
8	2018390554	76
9	2019270101	0
9	2019270102	66
9	2019270103	70
9	2019270104	60
9	2019270105	82
9	2019270106	30
9	2019270107	0
9	2019270108	4
9	2019270109	62
9	2019270110	70
9	2019270111	36
9	2019270112	41
9	2019270113	90
9	2019270114	42
9	2019270115	73
9	2019270116	62
9	2019270117	45
9	2019270118	70
9	2019270119	7
9	2019270120	62
9	2019270121	58
9	2019270122	65
9	2019270123	74
9	2019270124	61
9	2019270125	12
9	2019270126	68
9	2019270127	60
9	2019270128	87
9	2019270129	53
9	2019270130	73
9	2018270129	0
